# csv 용량이 커서 일부분만 올렸습니다.
# 고객 데이터 전처리 및 eda 이후 보험 상품 변수 추가한 데이터입니다.
	individual_id	curr_ann_amt	days_tenure	cust_orig_date	date_of_birth	income	has_children	length_of_residence	home_market_value	age_in_years	home_owner	college_degree	good_credit	city	county	cust_orig_year	cust_orig_month	churn	tenure_years	age_at_orig	premium_to_income	policy_proxy_v2	strategy_type_final
12	221302781834.0	722.089567	374.0	2021-11-23	1953-10-29	62500.0	1	5.0	100000 - 124999	69	1.0	1.0	1.0	Mckinney	Collin	2021	2021-11	0	1.0239561943874100	68.0	0.011553433072	Universal Life	혼합형
13	221301392462.0	841.02187	150.0	2022-07-05	1963-11-28	57500.0	0	11.0	150000 - 174999	59	0.0	0.0	1.0	Irving	Dallas	2022	2022-07	0	0.4106776180698150	58.0	0.014626467304347800	Universal Life	혼합형
14	221303096842.0	741.671055	4711.0	2010-01-08	1979-03-24	125000.0	1	10.0	225000 - 249999	44	1.0	0.0	1.0	Dallas	Dallas	2010	2010-01	0	12.898015058179300	30.0	0.0059333684400000000	Universal Life	혼합형
15	221301479205.0	1398.728178	5049.0	2009-02-04	1981-12-23	125000.0	1	15.0	75000 - 99999	41	1.0	1.0	1.0	Fort Worth	Tarrant	2009	2009-02	0	13.82340862423000	27.0	0.011189825424	Universal Life	혼합형
16	221303215002.0	913.663034	6226.0	2005-11-15	1962-05-27	47500.0	0	12.0	50000 - 74999	60	1.0	0.0	1.0	Fort Worth	Tarrant	2005	2005-11	0	17.045859000684500	43.0	0.019235011242105300	Universal Life	혼합형
17	221301003945.0	438.245021	1018.0	2020-02-18	1974-01-22	70000.0	0	6.0	150000 - 174999	49	0.0	0.0	1.0	Mesquite	Dallas	2020	2020-02	0	2.7871321013004800	46.0	0.0062606431571428600	Universal Life	혼합형
18	221300771454.0	953.30552	5463.0	2007-12-18	1955-02-28	125000.0	0	9.0	75000 - 99999	68	1.0	0.0	1.0	Hurst	Tarrant	2007	2007-12	0	14.956878850102700	52.0	0.00762644416	Universal Life	안정형
19	221302382580.0	725.165234	3336.0	2013-10-14	1984-09-22	70000.0	0	7.0	75000 - 99999	38	1.0	0.0	1.0	Fort Worth	Tarrant	2013	2013-10	0	9.13347022587269	29.0	0.010359503342857100	Universal Life	혼합형
20	221300001751.0	716.719703	5654.0	2007-06-10	1974-01-22	87500.0	1	0.0	Unknown	49	0.0	0.0	0.0	Fort Worth	Tarrant	2007	2007-06	1	15.4798083504449	33.0	0.00819108232	Universal Life	혼합형
21	221301530535.0	1322.51236	6291.0	2005-09-11	1967-10-27	37500.0	1	7.0	100000 - 124999	55	1.0	1.0	1.0	Garland	Dallas	2005	2005-09	0	17.22381930184810	37.0	0.03526699626666670	Universal Life	공격형
22	221302855707.0	908.895897	6291.0	2005-09-11	1969-03-25	27500.0	1	15.0	75000 - 99999	54	1.0	0.0	1.0	Dallas	Dallas	2005	2005-09	0	17.22381930184810	36.0	0.03305075989090910	Universal Life	공격형
23	221300623694.0	885.991042	662.0	2021-02-08	1914-05-09	125000.0	1	4.0	75000 - 99999	108	1.0	0.0	1.0	Grand Prairie	Dallas	2021	2021-02	0	1.8124572210814500	106.0	0.007087928336	Universal Life	안정형
24	221302596763.0	862.424306	824.0	2020-08-30	1989-12-21	37500.0	0	15.0	25000 - 49999	33	1.0	0.0	1.0	Dallas	Dallas	2020	2020-08	0	2.2559890485968500	30.0	0.022997981493333300	Universal Life	공격형
25	221301208476.0	1144.91771	261.0	2022-03-16	1933-08-04	22500.0	0	15.0	100000 - 124999	89	1.0	0.0	0.0	Dallas	Dallas	2022	2022-03	0	0.7145790554414790	88.0	0.050885231555555600	Universal Life	혼합형
26	221301743390.0	1356.99685	5282.0	2008-06-16	1978-09-23	87500.0	1	2.0	200000 - 224999	44	1.0	1.0	1.0	Sachse	Dallas	2008	2008-06	0	14.461327857631800	29.0	0.015508535428571400	Universal Life	공격형
27	221300667684.0	633.822136	629.0	2021-03-13	1987-10-22	42500.0	0	1.0	50000 - 74999	35	1.0	1.0	1.0	Mesquite	Dallas	2021	2021-03	0	1.7221081451060900	33.0	0.014913462023529400	Universal Life	공격형
28	221300821706.0	832.216142	4027.0	2011-11-23	1931-07-06	87500.0	0	15.0	75000 - 99999	91	1.0	0.0	1.0	Carrollton	Dallas	2011	2011-11	0	11.025325119781000	80.0	0.009511041622857140	Universal Life	안정형
29	221300317844.0	963.595559	6291.0	2005-09-11	1950-10-30	47500.0	0	10.0	50000 - 74999	72	1.0	0.0	1.0	Dallas	Dallas	2005	2005-09	0	17.22381930184810	54.0	0.020286222294736800	Annuity	혼합형
30	221301284371.0	750.160284	257.0	2022-03-20	1969-11-25	22500.0	1	3.0	50000 - 74999	53	0.0	0.0	0.0	Dallas	Dallas	2022	2022-03	1	0.70362765229295	52.0	0.03334045706666670	Universal Life	혼합형
31	221300740513.0	962.944213	615.0	2021-03-27	1986-04-21	87500.0	0	15.0	100000 - 124999	37	1.0	1.0	1.0	Carrollton	Denton	2021	2021-03	0	1.6837782340862400	34.0	0.01100507672	Universal Life	혼합형
32	221301492581.0	875.409922	582.0	2021-04-29	1987-04-22	17500.0	1	7.0	25000 - 49999	36	1.0	0.0	1.0	Euless	Tarrant	2021	2021-04	0	1.593429158110880	34.0	0.05002342411428570	Whole Life	혼합형
33	221300755726.0	721.392489	1940.0	2017-08-10	1951-12-01	32500.0	0	13.0	75000 - 99999	71	1.0	0.0	1.0	Arlington	Tarrant	2017	2017-08	0	5.3114305270362800	65.0	0.022196691969230800	Universal Life	혼합형
34	221300169267.0	1151.307831	4050.0	2011-10-31	1991-12-22	80372.176	0	6.801	200000 - 224999	31	0.0	0.0	1.0	Plano	Collin	2011	2011-10	0	11.08829568788500	19.0	0.014324706487976600	Universal Life	혼합형
35	221300167515.0	602.589345	5518.0	2007-10-24	1954-08-29	42500.0	0	15.0	75000 - 99999	68	1.0	0.0	0.0	Dallas	Dallas	2007	2007-10	0	15.107460643394900	53.0	0.014178572823529400	Universal Life	혼합형
36	221302701052.0	1003.887697	6291.0	2005-09-11	1973-04-24	87500.0	0	2.0	250000 - 274999	50	0.0	0.0	1.0	Frisco	Collin	2005	2005-09	0	17.22381930184810	32.0	0.011473002251428600	Universal Life	혼합형
37	221302554595.0	1111.833596	6022.0	2006-06-07	1967-07-07	22500.0	0	15.0	150000 - 174999	55	1.0	0.0	0.0	Dallas	Dallas	2006	2006-06	0	16.487337440109500	38.0	0.04941482648888890	Universal Life	혼합형
38	221302469670.0	919.706387	6291.0	2005-09-11	1981-04-22	125000.0	0	8.0	125000 - 149999	42	1.0	1.0	1.0	Fort Worth	Tarrant	2005	2005-09	0	17.22381930184810	24.0	0.007357651096000000	Universal Life	혼합형
39	221302084670.0	926.139865	6291.0	2005-09-11	1953-09-29	162500.0	0	0.0	175000 - 199999	69	1.0	1.0	1.0	Dallas	Collin	2005	2005-09	0	17.22381930184810	51.0	0.005699322246153850	Universal Life	안정형
40	221300641970.0	959.257529	6291.0	2005-09-11	1954-03-29	70000.0	0	15.0	75000 - 99999	69	1.0	0.0	1.0	Garland	Dallas	2005	2005-09	0	17.22381930184810	51.0	0.013703678985714300	Universal Life	혼합형
41	221302955010.0	1272.616891	2540.0	2015-12-19	1958-08-28	57500.0	1	15.0	125000 - 149999	64	1.0	1.0	1.0	Irving	Dallas	2015	2015-12	0	6.954140999315540	57.0	0.022132467669565200	Universal Life	혼합형
42	221302102387.0	1242.665217	6291.0	2005-09-11	1934-05-04	87500.0	0	2.0	50000 - 74999	88	1.0	0.0	1.0	Grapevine	Tarrant	2005	2005-09	0	17.22381930184810	71.0	0.014201888194285700	Universal Life	혼합형
43	221302782246.0	691.267846	2754.0	2015-05-19	1967-04-27	62500.0	1	9.0	125000 - 149999	56	1.0	0.0	1.0	Mesquite	Dallas	2015	2015-05	0	7.540041067761810	48.0	0.011060285536	Universal Life	혼합형
44	221302806108.0	621.295189	3367.0	2013-09-13	1968-02-25	47500.0	0	1.0	75000 - 99999	55	1.0	0.0	1.0	Cedar Hill	Dallas	2013	2013-09	0	9.218343600273790	45.0	0.013079898715789500	Universal Life	혼합형
45	221303198330.0	681.475923	4304.0	2011-02-19	1986-11-21	47500.0	1	1.0	225000 - 249999	36	1.0	1.0	1.0	Dallas	Dallas	2011	2011-02	0	11.783709787816600	24.0	0.014346861536842100	Universal Life	혼합형
46	221302532815.0	1368.247532	4277.0	2011-03-18	1965-12-27	32500.0	0	15.0	125000 - 149999	57	1.0	0.0	0.0	Dallas	Dallas	2011	2011-03	0	11.709787816564000	45.0	0.042099924061538500	Annuity	혼합형
47	221301235384.0	1162.849677	4829.0	2009-09-12	1980-12-23	37500.0	1	6.0	Unknown	42	1.0	1.0	1.0	Dallas	Dallas	2009	2009-09	0	13.221081451060900	28.0	0.03100932472	Universal Life	공격형
48	221301238767.0	776.499976	5621.0	2007-07-13	1967-07-07	32500.0	0	6.801	100000 - 124999	55	0.0	0.0	0.0	Dallas	Dallas	2007	2007-07	0	15.38945927446950	40.0	0.023892306953846200	Universal Life	혼합형
49	221303095765.0	1230.92582	4851.0	2009-08-21	1971-10-26	32500.0	1	10.0	50000 - 74999	51	1.0	0.0	0.0	Fort Worth	Tarrant	2009	2009-08	0	13.281314168377800	37.0	0.03787464061538460	Universal Life	공격형
50	221302232815.0	1001.512787	64.0	2022-09-29	1987-06-22	250000.0	0	15.0	125000 - 149999	35	1.0	0.0	1.0	Arlington	Tarrant	2022	2022-09	0	0.17522245037645400	35.0	0.004006051148	Universal Life	혼합형
51	221300197847.0	828.838314	1742.0	2018-02-24	1973-03-24	32500.0	1	3.0	125000 - 149999	50	0.0	0.0	0.0	Dallas	Dallas	2018	2018-02	0	4.769336071184120	44.0	0.02550271735384620	Universal Life	혼합형
52	221301039742.0	841.34732	925.0	2020-05-21	1988-02-20	37500.0	1	4.0	125000 - 149999	35	1.0	1.0	1.0	Mesquite	Dallas	2020	2020-05	0	2.532511978097190	32.0	0.022435928533333300	Universal Life	공격형
53	221301697770.0	760.828484	1459.0	2018-12-04	1978-05-23	62500.0	1	3.0	75000 - 99999	44	1.0	1.0	0.0	Keller	Tarrant	2018	2018-12	0	3.994524298425740	40.0	0.012173255744	Universal Life	혼합형
54	221300674738.0	624.385366	108.0	2022-08-16	1975-06-25	62500.0	1	6.0	200000 - 224999	47	1.0	0.0	1.0	Justin	Denton	2022	2022-08	0	0.29568788501026700	47.0	0.009990165856000000	Universal Life	혼합형
55	221302014424.0	764.85186	118.0	2022-08-06	1972-09-25	87500.0	1	6.0	100000 - 124999	50	1.0	0.0	1.0	The Colony	Denton	2022	2022-08	0	0.32306639288158800	49.0	0.008741164114285710	Universal Life	혼합형
56	221302798105.0	599.832416	6291.0	2005-09-11	1963-10-28	70000.0	1	13.0	100000 - 124999	59	1.0	1.0	1.0	Wylie	Collin	2005	2005-09	0	17.22381930184810	41.0	0.008569034514285710	Universal Life	혼합형
57	221302198958.0	756.43702	165.0	2022-06-20	1959-11-29	250000.0	1	12.0	275000 - 299999	63	1.0	0.0	1.0	Dallas	Dallas	2022	2022-06	1	0.4517453798767970	62.0	0.0030257480800000000	Universal Life	안정형
58	221302077485.0	1103.039307	6291.0	2005-09-11	1955-04-30	87500.0	1	14.0	50000 - 74999	68	1.0	1.0	1.0	Aledo	Parker	2005	2005-09	0	17.22381930184810	50.0	0.012606163508571400	Universal Life	혼합형
59	221300673444.0	765.596377	161.0	2022-06-24	1967-07-07	47500.0	1	2.0	250000 - 274999	55	1.0	0.0	0.0	Waxahachie	Ellis	2022	2022-06	0	0.4407939767282680	54.0	0.016117818463157900	Universal Life	혼합형
60	221302813612.0	985.879798	6291.0	2005-09-11	1959-06-29	87500.0	0	15.0	50000 - 74999	63	1.0	0.0	1.0	Fort Worth	Tarrant	2005	2005-09	0	17.22381930184810	46.0	0.011267197691428600	Universal Life	혼합형
61	221302259403.0	618.74191	2828.0	2015-03-06	1953-05-29	27500.0	1	9.0	150000 - 174999	69	1.0	0.0	1.0	Plano	Collin	2015	2015-03	0	7.742642026009580	61.0	0.022499705818181800	Universal Life	혼합형
62	221302425105.0	1300.834067	857.0	2020-07-28	1981-07-23	87500.0	1	3.0	100000 - 124999	41	1.0	0.0	1.0	Dallas	Dallas	2020	2020-07	0	2.346338124572210	39.0	0.01486667505142860	Universal Life	혼합형
63	221302922634.0	961.467101	2494.0	2016-02-03	1959-06-29	57500.0	0	5.0	75000 - 99999	63	1.0	0.0	1.0	Seagoville	Dallas	2016	2016-02	0	6.828199863107460	56.0	0.016721166973913000	Universal Life	혼합형
64	221302827047.0	630.104099	3858.0	2012-05-10	1983-11-23	125000.0	1	9.0	50000 - 74999	39	1.0	1.0	1.0	Cedar Hill	Dallas	2012	2012-05	0	10.562628336755600	28.0	0.005040832792	Universal Life	혼합형
65	221301391410.0	1015.138116	4384.0	2010-12-01	1945-01-01	250000.0	1	15.0	175000 - 199999	78	1.0	0.0	1.0	Garland	Dallas	2010	2010-12	1	12.002737850787100	65.0	0.004060552464	Universal Life	안정형
66	221303209325.0	869.152197	5173.0	2008-10-03	1986-02-19	5000.0	0	3.0	50000 - 74999	37	0.0	0.0	0.0	Dallas	Dallas	2008	2008-10	0	14.16290212183440	22.0	0.1738304394	Universal Life	공격형
67	221303240427.0	1345.916061	102.0	2022-08-22	1976-12-24	70000.0	0	5.0	125000 - 149999	46	1.0	0.0	0.0	North Richland Hills	Tarrant	2022	2022-08	0	0.2792607802874740	45.0	0.0192273723	Universal Life	혼합형
68	221303244644.0	911.388165	571.0	2021-05-10	1987-08-22	87500.0	1	5.0	100000 - 124999	35	1.0	0.0	1.0	Desoto	Dallas	2021	2021-05	0	1.5633127994524300	33.0	0.010415864742857100	Universal Life	혼합형
69	221302275734.0	1025.180632	2717.0	2015-06-25	1967-10-27	125000.0	0	4.0	150000 - 174999	55	1.0	0.0	1.0	Fort Worth	Tarrant	2015	2015-06	0	7.438740588637920	47.0	0.008201445056	Universal Life	혼합형
70	221301253639.0	1264.037029	2586.0	2015-11-03	1957-10-28	125000.0	0	15.0	125000 - 149999	65	1.0	1.0	1.0	Fort Worth	Tarrant	2015	2015-11	0	7.080082135523610	58.0	0.010112296232	Universal Life	안정형
71	221300396886.0	1156.444024	2925.0	2014-11-29	1972-12-25	70000.0	1	15.0	100000 - 124999	50	1.0	0.0	1.0	Roanoke	Denton	2014	2014-11	0	8.008213552361400	41.0	0.016520628914285700	Universal Life	혼합형
72	221300390921.0	1092.734071	118.0	2022-08-06	1972-09-25	125000.0	1	15.0	150000 - 174999	50	1.0	0.0	1.0	Southlake	Tarrant	2022	2022-08	0	0.32306639288158800	49.0	0.008741872568	Universal Life	혼합형
73	221301385437.0	737.98876	1204.0	2019-08-16	1967-07-07	125000.0	0	0.0	Unknown	55	0.0	0.0	1.0	Arlington	Tarrant	2019	2019-08	0	3.29637234770705	52.0	0.00590391008	Universal Life	안정형
74	221302194813.0	677.526713	3268.0	2013-12-21	1985-02-19	27500.0	1	2.0	100000 - 124999	38	1.0	1.0	1.0	Arlington	Tarrant	2013	2013-12	0	8.947296372347710	28.0	0.024637335018181800	Universal Life	공격형
75	221302433595.0	1187.581187	6261.0	2005-10-11	1970-09-25	225000.0	1	10.0	100000 - 124999	52	1.0	1.0	1.0	Fort Worth	Tarrant	2005	2005-10	0	17.141683778234100	35.0	0.005278138608888890	Universal Life	혼합형
76	221300046994.0	933.499864	803.0	2020-09-20	1967-07-07	37500.0	1	3.0	75000 - 99999	55	1.0	1.0	1.0	Lancaster	Dallas	2020	2020-09	0	2.198494182067080	53.0	0.02489332970666670	Universal Life	혼합형
77	221302299299.0	803.960621	2008.0	2017-06-03	1967-07-07	80372.176	0	0.0	Unknown	55	0.0	0.0	1.0	Plano	Collin	2017	2017-06	1	5.49760438056126	49.0	0.010002971936457200	Universal Life	혼합형
78	221300379963.0	933.125612	4818.0	2009-09-23	1967-07-07	37500.0	0	7.0	75000 - 99999	55	1.0	0.0	1.0	Kemp	Kaufman	2009	2009-09	0	13.190965092402500	42.0	0.024883349653333300	Universal Life	혼합형
79	221301796946.0	905.17699	6261.0	2005-10-11	1970-09-25	162500.0	1	6.0	150000 - 174999	52	1.0	0.0	1.0	Fort Worth	Tarrant	2005	2005-10	0	17.141683778234100	35.0	0.005570319938461540	Universal Life	혼합형
80	221302439898.0	520.426965	4436.0	2010-10-10	1980-09-23	62500.0	1	5.0	100000 - 124999	42	1.0	1.0	0.0	Fort Worth	Tarrant	2010	2010-10	0	12.145106091718	30.0	0.00832683144	Universal Life	혼합형
81	221302175193.0	1056.097264	161.0	2022-06-24	1967-07-07	87500.0	1	1.0	75000 - 99999	55	1.0	0.0	1.0	Fort Worth	Tarrant	2022	2022-06	1	0.4407939767282680	54.0	0.012069683017142900	Universal Life	혼합형
82	221302076847.0	1248.158651	6155.0	2006-01-25	1971-04-26	87500.0	1	13.0	200000 - 224999	52	1.0	0.0	1.0	Mansfield	Tarrant	2006	2006-01	0	16.851471594798100	34.0	0.014264670297142900	Universal Life	혼합형
83	221302330779.0	781.794354	4818.0	2009-09-23	1967-07-07	87500.0	1	6.0	125000 - 149999	55	1.0	0.0	1.0	Allen	Collin	2009	2009-09	0	13.190965092402500	42.0	0.008934792617142860	Universal Life	혼합형
84	221300877708.0	1088.693591	2953.0	2014-11-01	1987-01-20	80372.176	0	8.0	100000 - 124999	36	1.0	0.0	1.0	Grand Prairie	Dallas	2014	2014-11	0	8.084873374401100	27.0	0.01354565280153670	Universal Life	혼합형
85	221303067721.0	1136.70163	3737.0	2012-09-08	1984-07-23	22500.0	0	4.0	100000 - 124999	38	1.0	0.0	0.0	Fort Worth	Tarrant	2012	2012-09	0	10.231348391512700	28.0	0.050520072444444400	Universal Life	공격형
86	221300253757.0	1267.658558	64.0	2022-09-29	1987-07-23	47500.0	0	9.0	75000 - 99999	35	0.0	0.0	1.0	Euless	Tarrant	2022	2022-09	1	0.17522245037645400	35.0	0.026687548589473700	Universal Life	공격형
87	221300505827.0	600.180705	6222.0	2005-11-19	1982-04-22	57500.0	0	0.0	Unknown	41	0.0	0.0	1.0	Bedford	Tarrant	2005	2005-11	0	17.034907597535900	23.0	0.010437925304347800	Universal Life	혼합형
88	221302366143.0	910.672987	111.0	2022-08-13	1974-08-24	125000.0	0	6.0	200000 - 224999	48	1.0	1.0	1.0	Mckinney	Collin	2022	2022-08	0	0.30390143737166300	47.0	0.007285383896	Universal Life	혼합형
89	221301589229.0	675.048091	174.0	2022-06-11	1981-02-20	17500.0	1	7.0	50000 - 74999	42	1.0	0.0	1.0	Fort Worth	Tarrant	2022	2022-06	1	0.47638603696098600	41.0	0.038574176628571400	Universal Life	혼합형
90	221301124042.0	1152.504071	4772.0	2009-11-08	1975-12-26	70000.0	1	5.0	125000 - 149999	47	1.0	1.0	1.0	Mansfield	Tarrant	2009	2009-11	0	13.065023956194400	33.0	0.01646434387142860	Universal Life	공격형
91	221302349087.0	923.23535	4701.0	2010-01-18	1985-03-21	70000.0	0	6.0	50000 - 74999	38	1.0	0.0	1.0	Dallas	Dallas	2010	2010-01	0	12.870636550308000	24.0	0.01318907642857140	Universal Life	혼합형
92	221300749761.0	908.453001	5222.0	2008-08-15	1947-11-01	47500.0	0	15.0	100000 - 124999	75	1.0	1.0	1.0	Carrollton	Denton	2008	2008-08	0	14.297056810403800	60.0	0.019125326336842100	Universal Life	혼합형
93	221303160470.0	666.981368	5533.0	2007-10-09	1977-06-23	57500.0	0	1.0	75000 - 99999	45	1.0	0.0	1.0	Waxahachie	Ellis	2007	2007-10	0	15.148528405201900	30.0	0.01159967596521740	Universal Life	혼합형
94	221303100404.0	928.72278	5959.0	2006-08-09	1964-03-27	125000.0	1	3.0	125000 - 149999	59	1.0	1.0	1.0	Plano	Collin	2006	2006-08	0	16.314852840520200	42.0	0.007429782240000000	Universal Life	혼합형
95	221300424049.0	919.153737	118.0	2022-08-06	1972-10-25	52500.0	1	15.0	100000 - 124999	50	1.0	0.0	1.0	Plano	Collin	2022	2022-08	1	0.32306639288158800	49.0	0.01750769022857140	Universal Life	혼합형
96	221300446107.0	683.696667	80.0	2022-09-13	1967-07-07	32500.0	1	1.0	125000 - 149999	55	0.0	0.0	1.0	Fort Worth	Tarrant	2022	2022-09	0	0.2190280629705680	55.0	0.021036820523076900	Universal Life	혼합형
97	221302850714.0	973.311839	5289.0	2008-06-09	1968-10-26	62500.0	1	1.0	175000 - 199999	54	1.0	0.0	0.0	Irving	Dallas	2008	2008-06	0	14.480492813141700	39.0	0.015572989424000000	Universal Life	혼합형
98	221302149473.0	909.860348	952.0	2020-04-24	1987-08-22	87500.0	0	1.0	400000 - 449999	35	1.0	1.0	1.0	Plano	Collin	2020	2020-04	0	2.6064339493497600	32.0	0.010398403977142900	Universal Life	혼합형
99	221301555803.0	836.671637	2388.0	2016-05-19	1993-02-17	125000.0	1	6.801	200000 - 224999	30	0.0	0.0	1.0	Irving	Dallas	2016	2016-05	0	6.537987679671460	23.0	0.006693373096	Universal Life	혼합형
100	221302931240.0	1193.004212	2905.0	2014-12-19	1952-01-01	17500.0	1	15.0	75000 - 99999	71	1.0	0.0	1.0	Dallas	Dallas	2014	2014-12	0	7.953456536618750	62.0	0.06817166925714290	Universal Life	혼합형
101	221300066720.0	769.317222	6291.0	2005-09-11	1955-12-31	125000.0	0	15.0	175000 - 199999	67	1.0	1.0	1.0	Fort Worth	Tarrant	2005	2005-09	0	17.22381930184810	49.0	0.006154537776	Universal Life	혼합형
102	221301813451.0	655.273401	3574.0	2013-02-18	1977-01-21	37500.0	1	1.0	200000 - 224999	46	0.0	0.0	1.0	Irving	Dallas	2013	2013-02	0	9.78507871321013	36.0	0.01747395736	Universal Life	공격형
103	221300011022.0	746.920223	1833.0	2017-11-25	1954-10-29	250000.0	1	1.0	300000 - 349999	68	1.0	1.0	0.0	Irving	Dallas	2017	2017-11	0	5.018480492813140	63.0	0.002987680892	Universal Life	안정형
104	221300953719.0	1295.268874	442.0	2021-09-16	1944-07-02	87500.0	0	10.0	150000 - 174999	78	1.0	1.0	1.0	Mckinney	Collin	2021	2021-09	0	1.2101300479123900	77.0	0.014803072845714300	Universal Life	혼합형
105	221300811773.0	763.155908	6291.0	2005-09-11	1977-05-23	87500.0	0	9.0	100000 - 124999	45	1.0	0.0	1.0	Euless	Tarrant	2005	2005-09	0	17.22381930184810	28.0	0.008721781805714290	Universal Life	혼합형
106	221302845945.0	586.681161	6291.0	2005-09-11	1962-07-28	70000.0	1	10.0	75000 - 99999	60	1.0	1.0	1.0	Plano	Collin	2005	2005-09	0	17.22381930184810	43.0	0.008381159442857140	Universal Life	혼합형
107	221302265016.0	1008.183814	6291.0	2005-09-11	1969-09-25	225000.0	1	15.0	150000 - 174999	53	1.0	0.0	1.0	Fort Worth	Tarrant	2005	2005-09	0	17.22381930184810	35.0	0.004480816951111110	Universal Life	혼합형
108	221302002011.0	610.580759	975.0	2020-04-01	1987-03-22	70000.0	1	2.0	50000 - 74999	36	1.0	0.0	1.0	Waxahachie	Ellis	2020	2020-04	1	2.6694045174538000	33.0	0.00872258227142857	Universal Life	혼합형
109	221302683514.0	605.140989	2473.0	2016-02-24	1989-12-21	52500.0	1	2.0	75000 - 99999	33	0.0	0.0	1.0	Richardson	Dallas	2016	2016-02	0	6.770704996577690	26.0	0.011526495028571400	Universal Life	혼합형
110	221302752739.0	1037.67725	1557.0	2018-08-28	1962-05-27	32500.0	0	12.0	1000000 Plus	60	1.0	1.0	1.0	Rice	Navarro	2018	2018-08	0	4.262833675564680	56.0	0.031928530769230800	Universal Life	혼합형
111	221302296814.0	784.901979	6291.0	2005-09-11	1959-06-29	80372.176	0	4.0	25000 - 49999	63	0.0	0.0	1.0	Fort Worth	Tarrant	2005	2005-09	0	17.22381930184810	46.0	0.009765842086943120	Universal Life	혼합형
112	221302876525.0	1213.757093	6291.0	2005-09-11	1945-08-01	62500.0	0	11.0	75000 - 99999	77	1.0	1.0	1.0	Caddo Mills	Hunt	2005	2005-09	0	17.22381930184810	60.0	0.019420113488	Universal Life	혼합형
113	221301599196.0	1063.955215	6291.0	2005-09-11	1943-08-03	62500.0	0	7.0	25000 - 49999	79	1.0	0.0	1.0	Caddo Mills	Hunt	2005	2005-09	0	17.22381930184810	62.0	0.01702328344	Universal Life	혼합형
114	221302790779.0	930.377425	496.0	2021-07-24	1937-03-03	87500.0	0	7.0	75000 - 99999	86	1.0	0.0	1.0	Dallas	Dallas	2021	2021-07	1	1.3579739904175200	84.0	0.010632884857142900	Universal Life	안정형
